,speaker,utterance,prevId,episode_name
386,Rachel,Well now it's an empty bar.,385.0,S06E24
387,Phoebe,You just can't stand anyone else enjoying themselves can't you?,386.0,S06E24
388,Mr. Thompson,"And finally, our biggest item of the night, the 22-foot gentleman's day sailer sailboat. The winning bid was a whooping $20,000! ",387.0,S06E24
389,Joey,I won! That was my guess!,388.0,S06E24
390,Rachel,What?! What?! What?!,389.0,S06E24
391,Joey,"I guessed 20,000!",390.0,S06E24
392,Rachel,"Joey! It is an auction! You don't guess, you buy!",391.0,S06E24
393,Joey,"What?! I don't have 20,000!",392.0,S06E24
394,Mr. Thompson,"Congratulations on your new boat, Joey Tribbiani!!",393.0,S06E24
395,Rachel,Joey! Sit down! ,394.0,S06E24
396,Phoebe,Forget her! You enjoy this!! (Pulls him back up and starts applauding again. Joey waves and does a salute.],395.0,S06E24
397,Monica,What are you doing?,396.0,S06E24
398,Chandler," One nation, under God. Indivisible with liberty and justice for all.  I remembered it.  The champagne is here. ",397.0,S06E24
399,Monica,Are you okay?,398.0,S06E24
400,Chandler,Yes! Yes! I'm good! Are you good? Are you good? Is everything-are you-are you perrr-perfect?!,399.0,S06E24
401,Monica,"Yeah. I'm okay. I'm actually-I'm a little cold, can I have your jacket?",400.0,S06E24
402,Chandler,"Oh, yeah.  Uh, no you can't have my jacket! Because then I would be cold! If you thought that you were going to be cold, you should've brought your own jacket. But uh, other than that, are you okay? Are you okay?",401.0,S06E24
403,Monica, Are you sure you're okay?,402.0,S06E24
404,Chandler,"Yes! I'm fine. In fact I've been fine for a long time now and I think, the reason is you.",403.0,S06E24
405,Monica,Ohh that's sweet!,404.0,S06E24
406,Chandler,"Okay umm, before I meant you I had really little life and I couldn't imagine growing old with...",405.0,S06E24
407,Monica, Oh my God!,406.0,S06E24
408,Chandler," I know, but just let me say it.",407.0,S06E24
409,Monica,"Oh my God, Richard. ",408.0,S06E24
410,Chandler,"What?! I'm Chandler!  Oh, that's Richard!",409.0,S06E24
411,Monica,"Oh God, maybe he won't see us. Richard!",410.0,S06E24
412,Richard, Monica! Chandler!,411.0,S06E24
413,Chandler,"Hey-hey, hey!  I don't know why I did that!",412.0,S06E24
414,Monica,"Hey, it's good to see you!",413.0,S06E24
415,Richard,"You too, you let uh, your hair grow long.",414.0,S06E24
416,Monica,"Yeah-Oh that's right. You, you always wanted me too. Hey, I see you got your mustache back.",415.0,S06E24
417,Richard,"Well, my nose got lonely.",416.0,S06E24
418,Chandler," And uh, you don't have a mustache which is good.  I'm Chandler; I make jokes when I'm uncomfortable.",417.0,S06E24
419,Richard's Date,"Hi, I'm Lisa.",418.0,S06E24
420,Chandler,Hi.,419.0,S06E24
421,Richard,"Oh, I'm sorry.  Lisa,  Monica, Chandler. We used to date.",420.0,S06E24
422,Chandler,"Richard! No one supposed to know about us!  See I, did it again.",421.0,S06E24
423,Monica,"Chandler, wh-why don't we sit down?",422.0,S06E24
424,Chandler,"Yeah, I'll sit down. ",423.0,S06E24
425,Monica, It's good to see you,424.0,S06E24
426,Matire'd, You're table's ready sir.,425.0,S06E24
427,Richard,Oh. Good to see you guys.,426.0,S06E24
428,Chandler,Yes. ,427.0,S06E24
429,Matire'd," Or if you prefer, this table is available.",428.0,S06E24
430,Richard,That might be fun. ,429.0,S06E24
431,Rachel,What were you thinking?!,430.0,S06E24
432,Joey,I didn't know it was an auction!,431.0,S06E24
433,Rachel,Wh?!,432.0,S06E24
434,Joey,"I figured, take a guess, help a charity, free boat!",433.0,S06E24
435,Rachel,Why would a charity give away a free boat?!,434.0,S06E24
436,Joey,I don't know! Charity?,435.0,S06E24
437,Rachel,Ugh!,436.0,S06E24
438,Phoebe,"Well, just buy the damn boat! ",437.0,S06E24
439,Rachel,"Phoebe, don't you think you've had enough to drink?",438.0,S06E24
440,Phoebe,I'm just helping the kids!,439.0,S06E24
441,Rachel,How is you drinking helping the kids?,440.0,S06E24
442,Phoebe,"Because the more I drink, the less there is for the kids to drink.",441.0,S06E24
443,Mr. Thompson, Mr. Tribbiani.,442.0,S06E24
444,Joey,Oh hi!,443.0,S06E24
445,Mr. Thompson,Your generous contribution brings us a big step closer to building the youth center.,444.0,S06E24
446,Joey,"Just out of curiosity, how-how much is that boat worth?",445.0,S06E24
447,Mr. Thompson,"I think it was valued at 19,000",446.0,S06E24
448,Joey," Hey, I was pretty close.  Uhh, so bad news. Umm, I can't buy the boat, I don't have any money.",447.0,S06E24
449,Rachel,"Joey! Joey, good one! ",448.0,S06E24
450,Mr. Thompson,That's good. Very good! ,449.0,S06E24
451,Joey,"So uh listen, I think I'm gonna take off now. ",450.0,S06E24
452,Rachel," Hey! You...can't...leave Joey! You agreed to buy that boat, all right?! That is a contract! And plus if you leave, my boss is gonna kill me!",451.0,S06E24
453,Joey,"Well, what am I gonna do Rach?! I don't have that kind of money!",452.0,S06E24
454,Rachel,"I know. Okay.  Okay. Okay. All right. All right, this is what we're gonna do, we are gonna go to the next highest bidder, and we are just gonna let them buy it, and then you're just gonna pay the difference.",453.0,S06E24
455,Joey,Okay.,454.0,S06E24
456,Rachel,Okay.,455.0,S06E24
457,Joey,"Look, I don't know why the kids need a youth center anyway! Y'know? They should just watch TV after school like I did and I turned out fine!",456.0,S06E24
458,Rachel,Not great.,457.0,S06E24
459,Monica,"And so, we're hiding in the bathroom.",458.0,S06E24
460,Richard,And-and then I sneak out and before Monica can her parents come in.,459.0,S06E24
461,Monica,So I hide in the shower and the next thing you know they're going at it right on the bathroom floor.,460.0,S06E24
462,Lisa, Oh my God!,461.0,S06E24
463,{Transcriber's Note,"For further reading on the above story, please check out The One Where Joey Moves Out.}",462.0,S06E24
464,Chandler,"I got a good one, I got a good one! I once walked in on both my parents making love to the same guy.",463.0,S06E24
465,Richard,"It's so great seeing you guys again. I'd like to make a toast.  Uh, as a poet once said, In the sweetness of friendship, let there be laughter and sharing of pleasures for in the due of little things the heart finds it's morning and is refreshed.",464.0,S06E24
466,Monica,Ohh.,465.0,S06E24
467,Chandler,What?!,466.0,S06E24
468,Ross,"Oh my God, you guys!! ",467.0,S06E24
469,Chandler," Before you say anything, have we got a story for you! Guess who we bumped into at dinner!",468.0,S06E24
470,Ross,Who?,469.0,S06E24
471,Chandler,Richard!,470.0,S06E24
472,Ross,What?  A-ohh!  Ohh. Oh that's right that's right. That's Richard's favorite place too.,471.0,S06E24
473,Chandler,Oh you knew that. Good!,472.0,S06E24
474,Monica,I thought you were going out with Elizabeth.,473.0,S06E24
475,Ross,"Yeah, I was but uh, she was a little busy with a water balloon fight.",474.0,S06E24
476,Monica,"Oh Ross, sometimes grown-ups have commitments they just can't get out of!",475.0,S06E24
477,Ross,"Y'know, maybe she is too young for me. Y'know, when I was over there and she was running around with her friends, I felt like I was a baby-sitter. I finally started to see what you guys were talking about. I don't know what to do.",476.0,S06E24
478,Monica,Why don't you just weigh out the good stuff about the relationship against the bad stuff. I mean that's what I did when I first  weighing stuff.,477.0,S06E24
479,Ross,"Okay umm, bad stuff. Well, I'm-I'm 12 years older than she is.",478.0,S06E24
480,Monica,If the school finds out you're fired.,479.0,S06E24
481,Ross,Hmm.,480.0,S06E24
482,Monica,She's leaving for three months.,481.0,S06E24
483,Chandler,For camp!,482.0,S06E24
484,Ross,"Okay, good stuff. Umm, well she's-she's sweet and pretty and...",483.0,S06E24
485,Monica,"Look Ross, the only question you need to ask is, Do you see a future? I mean like do you see yourself marrying her?  Oh my God! You did it already! You married her, didn't you?!",484.0,S06E24
486,Ross,"No! No! I...didn't do that. It's just... Okay, honestly no. I don't, I don't see a big future with her.",485.0,S06E24
487,Monica,Okay well I think...that's your answer.,486.0,S06E24
488,Ross,"I've got to talk to her. Ugh, I hate this part.",487.0,S06E24
489,Chandler,"Hey, you have to forget about Elizabeth. I mean if you're not careful you may not get married at all this year!",488.0,S06E24
490,Joey,"Rach! Rachel! Okay, the next highest bidder is at table one.",489.0,S06E24
491,Rachel,Oh great!,490.0,S06E24
492,Joey, Oh and uh the guy who got the Paris trip is at table four.,491.0,S06E24
493,Phoebe,"Oh, okay.",492.0,S06E24
494,Rachel, Why do you care about the guy who won the Paris trip?,493.0,S06E24
495,Phoebe,"It's a trip for two!  Excuse me.  Excuse me, is the person who won the Paris trip at this table?",494.0,S06E24
496,Emil Alexander,That was me.,495.0,S06E24
497,Phoebe,"Oh, enchantee. ",496.0,S06E24
498,Joey,"Uhh, excuse me is there a Mr. Bowmont at this table?",497.0,S06E24
499,Mr. Bowmont,That's me.,498.0,S06E24
500,Joey,"Ahh, yes. ",499.0,S06E24
501,Rachel,"Oh well, hello. This is your lucky day Mr. Bowmont, the uh gentleman day sailer as just become available again and I believe that you made a bid of $18,000.",500.0,S06E24
502,Joey,You-you have to pay that! It's not just a guess.,501.0,S06E24
503,Rachel, Okay. Okay. ,502.0,S06E24
504,Mr. Bowmont,I was actually relieved uh I didn't win the boat. My wife would've killed me.,503.0,S06E24
505,Rachel,Ohh...,504.0,S06E24
506,Joey,Are you kidding me?! She's gonna this boat!,505.0,S06E24
507,Rachel,Y-Yeah! What-what is your wife's name?,506.0,S06E24
508,Mr. Bowmont,It's Pam.,507.0,S06E24
509,Rachel,"Pam! Oh God okay, just imagine this, The Pam.",508.0,S06E24
510,Joey,Aw-awww!,509.0,S06E24
511,Mr. Bowmont,I don't think she'd like that.,510.0,S06E24
512,Rachel,"Okay, uh-uh imagine this, The Mr. Bowmont.",511.0,S06E24
513,Joey,Oooooh...,512.0,S06E24
514,Mr. Bowmont,I don't think so dear.,513.0,S06E24
515,Rachel,"Okay look, let me paint you a little picture.  All right, you are settin' sail up the Hudson! You've got the wind in your h--arms! You-you get all that peace and quiet that you've always wanted! You get back to nature! You can go fishin'! You can-ooh, you can get one of those little hats and have people call you captain, and then when you're old, Cappy.",514.0,S06E24
516,Mr. Bowmont,"What the hell, it's for a good cause! All right!",515.0,S06E24
517,Joey,No way! It's mine!!,516.0,S06E24
518,Rachel, What?! What?!,517.0,S06E24
519,Joey,All that stuff you just said? I want that!,518.0,S06E24
520,Rachel,"But Joey you don't have $20,000!",519.0,S06E24
521,Joey,"Who cares?! I-I'll make payments, whatever it takes, I want the Mr. Bowmont!!",520.0,S06E24
522,Joey,"Oh my God, you're back!",521.0,S06E24
523,Phoebe,"Ohh, let me see it! Let me see your hand! ",522.0,S06E24
524,Monica,Why do you want to see my hand?,523.0,S06E24
525,Phoebe,I wanna see what's in your hand. I wanna see the trash.,524.0,S06E24
526,Joey,Yeah.,525.0,S06E24
527,Phoebe,"Eww! Oh, it's all dirty. You should throw this out.",526.0,S06E24
528,Monica, Okay. ,527.0,S06E24
529,Chandler, What did you guys just do?!,528.0,S06E24
530,Phoebe,What happened?,529.0,S06E24
531,Chandler,Richard was there so I couldn't do it!,530.0,S06E24
532,Joey,What?! Noooo... ,531.0,S06E24
533,Chandler,"I'm gonna do it tomorrow y'know, and-and surprise her, but now you've ruined it!",532.0,S06E24
534,Joey,We didn't ruin it!,533.0,S06E24
535,Chandler,Who walks into a room and asks to see a person's hands?!,534.0,S06E24
536,Phoebe,"Well, a palm reader, a manicurist, a hand doctor...",535.0,S06E24
537,Joey,Glove salesman!,536.0,S06E24
538,Phoebe,Good one! Yeah.,537.0,S06E24
539,Chandler,This is terrible. What am I going to do?,538.0,S06E24
540,Phoebe,"Look, she only suspects something okay? She doesn't know for sure, so just throw her off the track.",539.0,S06E24
541,Chandler,"That's right, I can throw her off. I can make her think marriage is the last thing on my mind.",540.0,S06E24
542,Phoebe,Yeah! Yeah! Convince her that-that you're scared of commitment! Convince her that you're a little coward!,541.0,S06E24
543,Chandler,"I can do that, I've had 30 years of practice.",542.0,S06E24
544,Joey,"Hey, being you is finally gonna pay off! ",543.0,S06E24
545,Monica, I had to go all the way to the basement because some idiot keeps stuffing the trash chute with pizza boxes!,544.0,S06E24
546,Joey,That guy's still doing that?!,545.0,S06E24
547,Rachel," Hey!  Oh my God you're here, let me see your hand!!",546.0,S06E24
548,Phoebe,"No, you're too late!!! She already took out the trash!!!",547.0,S06E24
549,Ross, Wow! I have never had such a healthy break-up! She was such a grown-up about it! She didn't seem too immature for me! Did I just make a huge mistake?,548.0,S06E24
550,Elizabeth, Ross! Wait!,549.0,S06E24
551,Ross,"Elizabeth, thank God! I was just thinking about...",550.0,S06E24
552,Elizabeth,You suck!!,551.0,S06E24
553,Ross,What?!,552.0,S06E24
554,Ross,"Okay, break-up's still on!",553.0,S06E24
555,Chandler,"Okay, okay, here she comes!  How do I look? Do I look like a guy who doesn't want to get married?",554.0,S06E24
556,Joey,"Yeah! And also, a little like a French guy.  I never noticed that before.",555.0,S06E24
557,Monica, Hi guys!,556.0,S06E24
558,Joey,Hey!,557.0,S06E24
559,Chandler,Hey!,558.0,S06E24
560,Monica,What are you up too?,559.0,S06E24
561,Chandler,"Oh, just hanging out, talkin' about uh, websites.  Yeah, we saw this really interesting website about marriage and how totally unnecessary it is and how its just a way for the government to keep tabs on you.",560.0,S06E24
562,Joey," Yeah, Big Brother.",561.0,S06E24
563,Monica,Well that's a little crazy. Although I am y'know glad to hear that you're branching out on what you look at on the Internet.,562.0,S06E24
564,Chandler,"Yeah, well... Y'know, it just got me thinking though, why would anybody ever want to get married huh?",563.0,S06E24
565,Monica,Why?! To celebrate your relationship! To solidify your commitment! To declare your love for one another to the world!,564.0,S06E24
566,Chandler,Eh...,565.0,S06E24
567,Monica,Okay well that's good to know.,566.0,S06E24
568,Joey, The Mr. Bowmont's here!!! ,567.0,S06E24
569,Waitress,"Hey Monica, there's a customer who wants to complement the chef, should I let him in?",568.0,S06E24
570,Monica,"Sure, I love this part! ",569.0,S06E24
571,Waitress, Come on in.,570.0,S06E24
572,Richard,Hi!,571.0,S06E24
573,Monica,Richard!,572.0,S06E24
574,Richard,"Actually, I'm not here to complement the chef.",573.0,S06E24
575,Monica,"Ohh... Oh, that's okay I hate when people come back to complement the chef. Like I have nothing better to do! So what's up?",574.0,S06E24
576,Richard,"Well, it was great seeing you the other night.",575.0,S06E24
577,Monica,"Oh, good to see you too. Did you come down here to tell me that?",576.0,S06E24
578,Richard,No! I came here to tell you something else.  I came here  to tell you I still love you.,577.0,S06E24
579,Monica,What uh-What did you-What?!,578.0,S06E25
580,Richard,"I still love you. And I know I probably shouldn't even be here telling you this, I mean you're with Chandler a guy I really like, and if you say he's straight I'll believe you! After seeing ya the other night I knew if I didn't tell ya I'd regret it for the rest of my life. Letting you go was the stupidest thing I ever did.",579.0,S06E25
581,Monica,Y'know you're really not supposed to be back here!,580.0,S06E25
582,Richard,"Well yeah, I'm sorry. I know this is the wrong time and the wrong place but I had to tell ya! I wanna spend my life with you. I wanna marry you. I wanna have kids with you.",581.0,S06E25
583,Monica,Oh God...  Why don't they put chairs back here?!,582.0,S06E25
584,Richard,I know this is crazy but am I too late?,583.0,S06E25
585,Monica,What the... Yes you're too late! Where was all this three years ago?!,584.0,S06E25
586,Richard,"Well I know I was an idiot! And I tried to forget you, I really did! Y'know after we had lunch last year I spent six months in Africa trying to get you out of my head!",585.0,S06E25
587,Monica,What were you doing in Africa?,586.0,S06E25
588,Richard,Working with blind kids.,587.0,S06E25
589,Monica,"Ohhh! What are you doing to me?! Oh look, I-I... I'm sorry but umm, this-this-this-this is not going to happen.",588.0,S06E25
590,Richard,"Okay that's fine, I'll walk away. And I'll never bother you again, but only if you tell me Chandler's willing to give you everything I am.",589.0,S06E25
591,Monica,"Well he is! Yeah, I mean marriage is all he talks about! My goodness, in fact, I'm the one that's making him wait!",590.0,S06E25
592,Richard,You are?,591.0,S06E25
593,Monica,Yeah!,592.0,S06E25
594,Richard,Why?,593.0,S06E25
595,Monica,Why? Because of the government.,594.0,S06E25
596,Rachel,"Isn't it incredible?! Monica and Chandler, gettin' married.",595.0,S06E25
597,Phoebe,"I know, they're gonna be so happy together.",596.0,S06E25
598,Rachel,"Ohh... I mean two best friends falling in love, how often does that happen?",597.0,S06E25
599,Phoebe,Not that often!,598.0,S06E25
600,Rachel,No! I'm so happy for them!,599.0,S06E25
601,Phoebe,Me too! So happy for them!,600.0,S06E25
602,Rachel,I'm so happy and not at all jealous.,601.0,S06E25
603,Phoebe,"Oh no! No God, definitely not jealous!",602.0,S06E25
604,Rachel,"I mean I'm probably 98% happy, maybe 2% jealous. And I mean what's 2%? That's nothing.",603.0,S06E25
605,Phoebe,Totally. I'm like 90/10.,604.0,S06E25
606,Rachel,Yeah me too.,605.0,S06E25
607,Joey,"Hey uh, have you guys scene Chandler?",606.0,S06E25
608,Rachel," Wh-no, but y'know who did stop in here looking for ya, Tennille.",607.0,S06E25
609,Monica,"So that marriage stuff that you were saying yesterday, you don't really believe that do you?",608.0,S06E25
610,Chandler,"Sure I do. In fact, I think the whole concept of marriage is unnatural. I mean look at pigs. Let's take a second here and look at pigs. Okay pigs don't mate for life. I mean a pig can have like a hundred sexual partners in a lifetime, and that's just an ordinary pig not even a pig that's good at sports!",609.0,S06E25
611,Monica,"Yeah, but that's pigs not people!",610.0,S06E25
612,Chandler,"If marriage worked, I'd be all for it. But do you know what the divorce rate in this country is? 97%.",611.0,S06E25
613,Monica,Wait a minute. Are you honestly telling me that-that you may never want to get married?,612.0,S06E25
614,Chandler,"Well, never say never but y'know probably uh yeah, never.",613.0,S06E25
615,Monica,Oh my God! Then-then-then what are we even doing?! What is this?!,614.0,S06E25
616,Chandler,Whoa! Whoa! Whoa! What is all this pressure?! Is this some new kind of strategy? Why don't you put down your copy of 'The Rules' huh mantrap?!,615.0,S06E25
617,Monica,Y'know what?! I gotta go! Ugh!,616.0,S06E25
618,Chandler," It's okay, I got a plan.",617.0,S06E25
619,Rachel,We're gonna find love!,618.0,S06E25
620,Phoebe,Definitely!,619.0,S06E25
621,Rachel,"Yeah, I'm pretty confident about that. That's what makes it so easy for me to be 80% happy for Monica and Chandler! It would be nice to have a little guarantee though.",620.0,S06E25
622,Phoebe,What do you mean?,621.0,S06E25
623,Rachel,"Well y'know, some people make deals with a friend, like if neither of them are married by the time they're 40, they marry each other.",622.0,S06E25
624,Phoebe,You mean a backup?,623.0,S06E25
625,Rachel,Exactly!,624.0,S06E25
626,Phoebe,"Yeah, yeah I got that.",625.0,S06E25
627,Rachel,You do?,626.0,S06E25
628,Phoebe,Hm-mmm.,627.0,S06E25
629,Rachel,Who?,628.0,S06E25
630,Phoebe,Joey.,629.0,S06E25
631,Rachel,Joey?!,630.0,S06E25
632,Phoebe,Yeah!,631.0,S06E25
633,Rachel,Are you serious?!,632.0,S06E25
634,Phoebe,"Yeah, I locked him years ago!",633.0,S06E25
635,Rachel,"Wh... So... If neither of you are married by the time you're 40, you're gonna marry Joey.",634.0,S06E25
636,Phoebe,"Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal.",635.0,S06E25
637,Rachel,"Oh, seriously?",636.0,S06E25
638,Phoebe,"Ohh, yeah. I think his exact words were... ",637.0,S06E25
639,Rachel,Charming.,638.0,S06E25
640,Phoebe,"Well hey, it's just a backup.",639.0,S06E25
641,Rachel,Yeah.,640.0,S06E25
642,Joey,Hey Monica!,641.0,S06E25
643,Monica,Have you seen Rachel? Or a mirror?,642.0,S06E25
644,Joey,"This is for my boat, pretty cool huh?",643.0,S06E25
645,Monica,"Yeah, it's great.",644.0,S06E25
646,Joey,"Whoa-whoa, what's the matter?! Talk to the captain!",645.0,S06E25
647,Monica,I'm just having one of those days where you realize you're in a dead-end relationship!,646.0,S06E25
648,Joey,Chandler giving you a hard time huh?,647.0,S06E25
649,Monica,"It's not like I want to get married tomorrow! It's just that I-I'd like to believe that I'm in a relationship that's actually going somewhere, that I'm not just wasting my time!",648.0,S06E25
650,Joey,"Well, you know Chandler.",649.0,S06E25
651,Monica,No I don't know Chandler! Not anymore! It's like it's like something's changed.,650.0,S06E25
652,Joey,Maybe you changed?,651.0,S06E25
653,Monica,I didn't change!,652.0,S06E25
654,Joey,Maybe that's the problem.,653.0,S06E25
655,Monica,What?!,654.0,S06E25
656,Joey,"Chandler is a complex fellow, one who is unlikely to take a wife.",655.0,S06E25
657,Monica,Is that some kind of boat talk?,656.0,S06E25
658,Joey,I don't know!  I haven't totally decided how to talk on my boat yet.,657.0,S06E25
659,Monica,What does he think? Does he think I'm just gonna wait around for nothing?,658.0,S06E25
660,Joey,"Monica face it, Chandler is against marriage. And-and always will be!",659.0,S06E25
661,Monica, Well there's some people who do want to marry me.,660.0,S06E25
662,Joey,There are?,661.0,S06E25
663,Monica,Yeah! Richard!,662.0,S06E25
664,Joey,R-R-Richard said he wants to marry you?!  And-and Chandler's tellin' ya how much he hates marriage?!,663.0,S06E25
665,Monica,That's right.,664.0,S06E25
666,Joey,Chandler loves marriage!!,665.0,S06E25
667,Monica,You just told me that he hates marriage! That-that he's a-a complex fellow who's unlikely to take a wife! That-that he's against marriage and always will be!,666.0,S06E25
668,Joey,You got that from what I said?!,667.0,S06E25
669,Narrator,"When the Cretaceous period ended, the dinosaurs were gone.",668.0,S06E25
670,Ross,What happened you guys?,669.0,S06E25
671,Ross,Rach!,670.0,S06E25
672,Rachel,Hey you!,671.0,S06E25
673,Ross,"Hey, come on in.",672.0,S06E25
674,Rachel,"Oh thank you. Hey y'know, I'm so sorry to hear about you and Elizabeth.",673.0,S06E25
675,Ross,"Oh, thanks. Yeah, I really thought we'd be able to make it work, but uh, I guess it just wasn't meant to be.",674.0,S06E25
676,Rachel,"Yeah, love. It's a tricky business isn't it?",675.0,S06E25
677,Ross,I guess so.,676.0,S06E25
678,Rachel,"So what do you say we make a pact? If you and I are both single by the time we're 40, we get married. I mean, we know each other, we like each other, and we've-we've already slept together so y'know there'll be no surprises there! You know what I mean? No like, What's that?!",677.0,S06E25
679,Ross,Right. Ohh! You-you want me to be your backup.,678.0,S06E25
680,Rachel,Exactly.,679.0,S06E25
681,Ross,"Ohh, yeah I already have one.",680.0,S06E25
682,Rachel,What? Who?,681.0,S06E25
683,Ross,Phoebe.,682.0,S06E25
684,Rachel,"Phoebe?! Wait a-but-but she just, she said that Joey was her backup.",683.0,S06E25
685,Ross,"Ohh, I don't think so.",684.0,S06E25
686,Rachel,"Ross! I just had a conversation with her, and she said that she and Joey made a deal!",685.0,S06E25
687,Ross,"That's impossible! I mean we have had a deal for years! We-we-we shook on it, although believe me she wanted to do a lot more than that.",686.0,S06E25
688,Joey,Where the hell have you been?!,687.0,S06E25
689,Chandler,I was making a coconut phone with the professor.,688.0,S06E25
690,Joey,Richard told Monica he wants to marry her!,689.0,S06E25
691,Chandler,What?!,690.0,S06E25
692,Joey,"Yeah! Yeah, I've been trying to find ya to tell to stop messing with her and maybe I would have if these  damn boat shoes wouldn't keep flying off!",691.0,S06E25
693,Chandler,My-Oh my God!,692.0,S06E25
694,Joey,I know! They suck!!,693.0,S06E25
695,Chandler,He's not supposed to ask my girlfriend to marry him! I'm supposed to do that!,694.0,S06E25
696,Joey,I know!,695.0,S06E25
697,Chandler,Well what... Y'know what I'm gonna do? I'm gonna go over there; I'm gonna kick his ass!  Will you help me?!,696.0,S06E25
698,Joey,"Look, Chandler I don't think us getting our asses kicked is a solution. Okay? Just go and find Monica!",697.0,S06E25
699,Chandler,You're right.,698.0,S06E25
700,Joey,Yeah!,699.0,S06E25
701,Chandler,Okay.  I'm gonna get the ring! I'm gonna get the ring!  I'm gonna go find her and  I'm just going to propose!,700.0,S06E25
702,Joey,Okay.,701.0,S06E25
703,Chandler,Okay great.,702.0,S06E25
704,Joey,Dude-dude-dude!,703.0,S06E25
705,Chandler,What?!,704.0,S06E25
706,Joey,"Let me know about that coconut phone, it might great for the boat.",705.0,S06E25
707,Monica,Hi.,706.0,S06E25
708,Richard,Hi.,707.0,S06E25
709,Monica,I don't know why I'm here.,708.0,S06E25
710,Richard,I didn't ask. You wanna come in?,709.0,S06E25
711,Monica,I don't know.,710.0,S06E25
712,Richard,"Oh, okay. Well, I'll just leave the door open and go sit on the couch. ",711.0,S06E25
713,Monica, Chandler is such an idiot!,712.0,S06E25
714,Richard, Drink?,713.0,S06E25
715,Monica,"Yeah, I'll have a scotch...",714.0,S06E25
716,Richard,...on the rocks with a twist? I remember. ,715.0,S06E25
717,Monica, Still smoking cigars?,716.0,S06E25
718,Richard,"Uh, no! No! That's...art! If it bothers you I can put my art out.",717.0,S06E25
719,Monica,"No that's, that's okay.",718.0,S06E25
720,Richard,"So Monica let me ask you a question. Y'know, since we broke up do you ever, think about me?",719.0,S06E25
721,Monica,"Uh yeah, I-I actually I thought about you a couple months ago.",720.0,S06E25
722,Richard,Oh really?,721.0,S06E25
723,Monica,Yeah but it was because I-I had an eye exam and I don't like my new eye doctor.,722.0,S06E25
724,Richard,Who is it?,723.0,S06E25
725,Monica,Edward Nevski?,724.0,S06E25
726,Richard,Yeah he's no good. Do you ever  think about me in a  non-eye doctor way?,725.0,S06E25
727,Monica,No.,726.0,S06E25
728,Richard,Ahh.,727.0,S06E25
729,Monica,But getting over was the hardest thing that I've ever had to do. And I never let myself think about you.,728.0,S06E25
730,Rachel,Phoebe! You picked Joey and Ross?! You can not have two backups!,729.0,S06E25
731,Phoebe,"Of course I can! It's just good sense to backup your backup! Look, I've already lost Chandler!",730.0,S06E25
732,Rachel,What?!,731.0,S06E25
733,Joey, Hey!,732.0,S06E25
734,Ross, Hey!,733.0,S06E25
735,Joey,Phoebe! We're both  your backup?!,734.0,S06E25
736,Ross,"Phoebe, how could you do this to me?!",735.0,S06E25
737,Phoebe,I don't-Look I don't know what you're complaining about now? You were both aware of the situation!,736.0,S06E25
738,Joey,No we weren't!,737.0,S06E25
739,Ross,I was not!,738.0,S06E25
740,Phoebe,"Okay, this kind of back talk is not gonna fly when we're married!",739.0,S06E25
741,Rachel,Phoebe you can't have both of them! You have to pick one!,740.0,S06E25
742,Joey,Pick me!!,741.0,S06E25
743,Ross,No! Pick me! I don't want to end up an old maid!,742.0,S06E25
744,Phoebe,"All right well let's see, Ross is a good father, but Joey has a boat-This is hard!",743.0,S06E25
745,Joey,"This is crazy! Hey look, I wanna switch to Rachel!",744.0,S06E25
746,Ross,"Ooh, I wanna switch to Rachel too!",745.0,S06E25
747,Phoebe,"No wait! Just-Okay-Just wait! You guys! Wait you guys! Don't make any rash decisions, okay? Just remember my promise, when we get married, three times a week.",746.0,S06E25
748,Rachel,"Oh God, Phoebe!",747.0,S06E25
749,Phoebe, I'm talking about massages.,748.0,S06E25
750,Rachel,Oh.,749.0,S06E25
751,Rachel,"Okay, y'know what?! I know-I know how to settle this! All right here, this is what we're gonna do! I'm gonna write Joey on one napkin  and I'm gonna right Ross on the other napkin  and we are going to pick one! And that person is going to be our backup! Okay?",750.0,S06E25
752,Joey,Okay that's fair.,751.0,S06E25
753,Ross,All right.,752.0,S06E25
754,Phoebe,Good!,753.0,S06E25
755,Rachel,Pick one.,754.0,S06E25
756,Phoebe,Left!  Thank you.,755.0,S06E25
757,Rachel,You're welcome.,756.0,S06E25
758,Phoebe, Ross!,757.0,S06E25
759,Rachel, Joey!  We should just switch.,758.0,S06E25
760,Phoebe,Yeah absolutely! ,759.0,S06E25
761,Joey,Yeah.,760.0,S06E25
762,Monica," I missed you-you ugly, flat faced old freak!",761.0,S06E25
763,Richard,Excuse me?,762.0,S06E25
764,Monica,Oh!  Him.,763.0,S06E25
765,Richard,Oh.  Whew!,764.0,S06E25
766,Monica,"I missed this apartment! Now, this is a grown-up's apartment! Y'know, I-I should be with a grown-up, do you know what I mean?!",765.0,S06E25
767,Richard,"Yeah! You're saying, you need to be with someone more mature. Maybe someone with, a license to practice medicine. Or a mustache.",766.0,S06E25
768,Monica,"Y'know, let's face it, I'm not a kid anymore! I-I need to be with someone who-who wants the same things that I do! I mean coming to my place of work and telling me that you love me, I want that! Talking about pig sex over lunch, I don't want that!",767.0,S06E25
